Date_UTC,SME
2022-05-27 14:41:00,940
2022-05-27 14:42:00,913
2022-05-27 14:43:00,915
2022-05-27 14:44:00,936
2022-05-27 14:45:00,945
2022-05-27 14:46:00,948
2022-05-27 14:47:00,958
2022-05-27 14:48:00,965
2022-05-27 14:49:00,1013
2022-05-27 14:50:00,1005
2022-05-27 14:51:00,1036
2022-05-27 14:52:00,1082
2022-05-27 14:53:00,1084
2022-05-27 14:54:00,1118
2022-05-27 14:55:00,1118
2022-05-27 14:56:00,1143
2022-05-27 14:57:00,1142
2022-05-27 14:58:00,1143
2022-05-27 14:59:00,1170
2022-05-27 15:00:00,1252
2022-05-27 15:01:00,1271
2022-05-27 15:02:00,1303
2022-05-27 15:03:00,1286
2022-05-27 15:04:00,1251
2022-05-27 15:05:00,1233
2022-05-27 15:06:00,1191
2022-05-27 15:07:00,1155
2022-05-27 15:08:00,1135
2022-05-27 15:09:00,1154
2022-05-27 15:10:00,1165
2022-05-27 15:11:00,1156
2022-05-27 15:12:00,1121
2022-05-27 15:13:00,1107
2022-05-27 15:14:00,1127
2022-05-27 15:15:00,1157
2022-05-27 15:16:00,1178
2022-05-27 15:17:00,1176
2022-05-27 15:18:00,1143
2022-05-27 15:19:00,1103
2022-05-27 15:20:00,1092
2022-05-27 15:21:00,1080
2022-05-27 15:22:00,1074
2022-05-27 15:23:00,1047
2022-05-27 15:24:00,1019
2022-05-27 15:25:00,1024
2022-05-27 15:26:00,1006
2022-05-27 15:27:00,999
2022-05-27 15:28:00,987
2022-05-27 15:29:00,924
2022-05-27 15:30:00,920
2022-05-27 15:31:00,908
2022-05-27 15:32:00,931
2022-05-27 15:33:00,946
2022-05-27 15:34:00,916
2022-05-27 15:35:00,909
2022-05-27 15:36:00,932
2022-05-27 15:37:00,939
2022-05-27 15:38:00,944
2022-05-27 15:39:00,934
2022-05-27 15:40:00,927
2022-05-27 15:41:00,910
2022-05-27 15:42:00,945
2022-05-27 15:43:00,962
2022-05-27 15:44:00,986
2022-05-27 15:45:00,995
2022-05-27 15:46:00,1005
2022-05-27 15:47:00,1022
2022-05-27 15:48:00,1049
2022-05-27 15:49:00,1070
2022-05-27 15:50:00,1065
2022-05-27 15:51:00,1056
2022-05-27 15:52:00,1076
2022-05-27 15:53:00,1136
2022-05-27 15:54:00,1123
2022-05-27 15:55:00,1114
2022-05-27 15:56:00,1148
2022-05-27 15:57:00,1148
2022-05-27 15:58:00,1165
2022-05-27 15:59:00,1161
2022-05-27 16:00:00,1205
2022-05-27 16:01:00,1274
2022-05-27 16:02:00,1309
2022-05-27 16:03:00,1301
2022-05-27 16:04:00,1231
2022-05-27 16:05:00,1174
2022-05-27 16:06:00,1187
2022-05-27 16:07:00,1278
2022-05-27 16:08:00,1275
2022-05-27 16:09:00,1192
2022-05-27 16:10:00,1127
2022-05-27 16:11:00,1195
2022-05-27 16:12:00,1231
2022-05-27 16:13:00,1205
2022-05-27 16:14:00,1192
2022-05-27 16:15:00,1128
2022-05-27 16:16:00,1106
2022-05-27 16:17:00,1070
2022-05-27 16:18:00,1090
2022-05-27 16:19:00,1104
2022-05-27 16:20:00,1116
2022-05-27 16:21:00,1103
2022-05-27 16:22:00,1104
2022-05-27 16:23:00,1148
2022-05-27 16:24:00,1146
2022-05-27 16:25:00,1114
2022-05-27 16:26:00,1059
2022-05-27 16:27:00,980
2022-05-27 16:28:00,955
2022-05-27 16:29:00,944
2022-05-27 16:30:00,971
2022-05-27 16:31:00,997
2022-05-27 16:32:00,1000
2022-05-27 16:33:00,986
2022-05-27 16:34:00,999
2022-05-27 16:35:00,965
2022-05-27 16:36:00,920
2022-05-27 16:37:00,869
2022-05-27 16:38:00,847
2022-05-27 16:39:00,850
2022-05-27 16:40:00,872
2022-05-27 16:41:00,895
2022-05-27 16:42:00,905
2022-05-27 16:43:00,953
2022-05-27 16:44:00,1000
2022-05-27 16:45:00,993
2022-05-27 16:46:00,979
2022-05-27 16:47:00,954
2022-05-27 16:48:00,942
2022-05-27 16:49:00,921
2022-05-27 16:50:00,924
2022-05-27 16:51:00,951
2022-05-27 16:52:00,919
2022-05-27 16:53:00,865
2022-05-27 16:54:00,868
2022-05-27 16:55:00,860
2022-05-27 16:56:00,849
2022-05-27 16:57:00,820
2022-05-27 16:58:00,811
2022-05-27 16:59:00,802
2022-05-27 17:00:00,794
2022-05-27 17:01:00,810
2022-05-27 17:02:00,858
2022-05-27 17:03:00,887
2022-05-27 17:04:00,871
2022-05-27 17:05:00,864
2022-05-27 17:06:00,873
2022-05-27 17:07:00,849
2022-05-27 17:08:00,817
2022-05-27 17:09:00,774
2022-05-27 17:10:00,754
2022-05-27 17:11:00,732
2022-05-27 17:12:00,673
2022-05-27 17:13:00,670
2022-05-27 17:14:00,633
2022-05-27 17:15:00,646
2022-05-27 17:16:00,657
2022-05-27 17:17:00,698
2022-05-27 17:18:00,732
2022-05-27 17:19:00,740
2022-05-27 17:20:00,721
2022-05-27 17:21:00,711
2022-05-27 17:22:00,664
2022-05-27 17:23:00,643
2022-05-27 17:24:00,611
2022-05-27 17:25:00,599
2022-05-27 17:26:00,603
2022-05-27 17:27:00,650
2022-05-27 17:28:00,717
2022-05-27 17:29:00,749
2022-05-27 17:30:00,734
2022-05-27 17:31:00,779
2022-05-27 17:32:00,758
2022-05-27 17:33:00,732
2022-05-27 17:34:00,680
2022-05-27 17:35:00,679
2022-05-27 17:36:00,696
2022-05-27 17:37:00,655
2022-05-27 17:38:00,599
2022-05-27 17:39:00,608
2022-05-27 17:40:00,637
2022-05-27 17:41:00,692
2022-05-27 17:42:00,734
2022-05-27 17:43:00,776
2022-05-27 17:44:00,733
2022-05-27 17:45:00,618
2022-05-27 17:46:00,477
2022-05-27 17:47:00,406
2022-05-27 17:48:00,423
2022-05-27 17:49:00,440
2022-05-27 17:50:00,431
2022-05-27 17:51:00,494
2022-05-27 17:52:00,486
2022-05-27 17:53:00,517
2022-05-27 17:54:00,471
2022-05-27 17:55:00,440
2022-05-27 17:56:00,393
2022-05-27 17:57:00,381
2022-05-27 17:58:00,437
2022-05-27 17:59:00,489
2022-05-27 18:00:00,508
2022-05-27 18:01:00,510
2022-05-27 18:02:00,500
2022-05-27 18:03:00,480
2022-05-27 18:04:00,438
2022-05-27 18:05:00,436
2022-05-27 18:06:00,460
2022-05-27 18:07:00,459
2022-05-27 18:08:00,437
2022-05-27 18:09:00,358
2022-05-27 18:10:00,308
2022-05-27 18:11:00,291
2022-05-27 18:12:00,309
2022-05-27 18:13:00,344
2022-05-27 18:14:00,375
2022-05-27 18:15:00,381
2022-05-27 18:16:00,391
2022-05-27 18:17:00,368
2022-05-27 18:18:00,340
2022-05-27 18:19:00,342
2022-05-27 18:20:00,362
2022-05-27 18:21:00,356
2022-05-27 18:22:00,339
2022-05-27 18:23:00,313
2022-05-27 18:24:00,285
2022-05-27 18:25:00,249
2022-05-27 18:26:00,233
2022-05-27 18:27:00,227
2022-05-27 18:28:00,233
2022-05-27 18:29:00,240
2022-05-27 18:30:00,237
2022-05-27 18:31:00,243
2022-05-27 18:32:00,249
2022-05-27 18:33:00,261
2022-05-27 18:34:00,273
2022-05-27 18:35:00,282
2022-05-27 18:36:00,291
2022-05-27 18:37:00,294
2022-05-27 18:38:00,286
2022-05-27 18:39:00,284
2022-05-27 18:40:00,293
2022-05-27 18:41:00,295
2022-05-27 18:42:00,295
2022-05-27 18:43:00,286
2022-05-27 18:44:00,288
2022-05-27 18:45:00,290
2022-05-27 18:46:00,283
2022-05-27 18:47:00,273
2022-05-27 18:48:00,258
2022-05-27 18:49:00,263
2022-05-27 18:50:00,264
2022-05-27 18:51:00,262
2022-05-27 18:52:00,257
2022-05-27 18:53:00,247
2022-05-27 18:54:00,231
2022-05-27 18:55:00,225
2022-05-27 18:56:00,222
2022-05-27 18:57:00,227
2022-05-27 18:58:00,239
2022-05-27 18:59:00,234
2022-05-27 19:00:00,231
2022-05-27 19:01:00,232
2022-05-27 19:02:00,237
2022-05-27 19:03:00,233
2022-05-27 19:04:00,226
2022-05-27 19:05:00,215
2022-05-27 19:06:00,206
2022-05-27 19:07:00,202
2022-05-27 19:08:00,204
2022-05-27 19:09:00,203
2022-05-27 19:10:00,201
2022-05-27 19:11:00,199
2022-05-27 19:12:00,197
2022-05-27 19:13:00,191
2022-05-27 19:14:00,186
2022-05-27 19:15:00,187
2022-05-27 19:16:00,189
2022-05-27 19:17:00,193
2022-05-27 19:18:00,193
2022-05-27 19:19:00,194
2022-05-27 19:20:00,195
2022-05-27 19:21:00,191
2022-05-27 19:22:00,185
2022-05-27 19:23:00,178
2022-05-27 19:24:00,174
2022-05-27 19:25:00,174
2022-05-27 19:26:00,178
2022-05-27 19:27:00,192
2022-05-27 19:28:00,189
2022-05-27 19:29:00,192
2022-05-27 19:30:00,193
2022-05-27 19:31:00,218
2022-05-27 19:32:00,265
2022-05-27 19:33:00,273
2022-05-27 19:34:00,280
2022-05-27 19:35:00,289
2022-05-27 19:36:00,304
2022-05-27 19:37:00,311
2022-05-27 19:38:00,320
2022-05-27 19:39:00,329
2022-05-27 19:40:00,349
2022-05-27 19:41:00,341
2022-05-27 19:42:00,368
2022-05-27 19:43:00,378
2022-05-27 19:44:00,384
2022-05-27 19:45:00,405
2022-05-27 19:46:00,421
2022-05-27 19:47:00,432
2022-05-27 19:48:00,434
2022-05-27 19:49:00,422
2022-05-27 19:50:00,410
2022-05-27 19:51:00,402
2022-05-27 19:52:00,385
2022-05-27 19:53:00,378
2022-05-27 19:54:00,376
2022-05-27 19:55:00,391
2022-05-27 19:56:00,401
2022-05-27 19:57:00,397
2022-05-27 19:58:00,387
2022-05-27 19:59:00,369
2022-05-27 20:00:00,349
2022-05-27 20:01:00,323
2022-05-27 20:02:00,291
2022-05-27 20:03:00,261
2022-05-27 20:04:00,249
2022-05-27 20:05:00,242
2022-05-27 20:06:00,248
2022-05-27 20:07:00,256
2022-05-27 20:08:00,260
2022-05-27 20:09:00,266
2022-05-27 20:10:00,268
2022-05-27 20:11:00,266
2022-05-27 20:12:00,270
2022-05-27 20:13:00,269
2022-05-27 20:14:00,266
2022-05-27 20:15:00,277
2022-05-27 20:16:00,275
2022-05-27 20:17:00,270
2022-05-27 20:18:00,272
2022-05-27 20:19:00,273
2022-05-27 20:20:00,269
2022-05-27 20:21:00,268
2022-05-27 20:22:00,268
2022-05-27 20:23:00,269
2022-05-27 20:24:00,271
2022-05-27 20:25:00,272
2022-05-27 20:26:00,266
2022-05-27 20:27:00,262
2022-05-27 20:28:00,260
2022-05-27 20:29:00,261
2022-05-27 20:30:00,260
2022-05-27 20:31:00,259
2022-05-27 20:32:00,256
2022-05-27 20:33:00,256
2022-05-27 20:34:00,258
2022-05-27 20:35:00,260
2022-05-27 20:36:00,259
2022-05-27 20:37:00,256
2022-05-27 20:38:00,256
2022-05-27 20:39:00,263
2022-05-27 20:40:00,272
2022-05-27 20:41:00,272
2022-05-27 20:42:00,266
2022-05-27 20:43:00,261
2022-05-27 20:44:00,278
2022-05-27 20:45:00,273
2022-05-27 20:46:00,251
2022-05-27 20:47:00,244
2022-05-27 20:48:00,237
2022-05-27 20:49:00,231
2022-05-27 20:50:00,220
2022-05-27 20:51:00,222
2022-05-27 20:52:00,224
2022-05-27 20:53:00,225
2022-05-27 20:54:00,248
2022-05-27 20:55:00,256
2022-05-27 20:56:00,286
2022-05-27 20:57:00,345
2022-05-27 20:58:00,329
2022-05-27 20:59:00,264
2022-05-27 21:00:00,263
2022-05-27 21:01:00,254
2022-05-27 21:02:00,257
2022-05-27 21:03:00,230
2022-05-27 21:04:00,241
2022-05-27 21:05:00,248
2022-05-27 21:06:00,272
2022-05-27 21:07:00,246
2022-05-27 21:08:00,234
2022-05-27 21:09:00,240
2022-05-27 21:10:00,244
2022-05-27 21:11:00,241
2022-05-27 21:12:00,242
2022-05-27 21:13:00,249
2022-05-27 21:14:00,266
2022-05-27 21:15:00,307
2022-05-27 21:16:00,314
2022-05-27 21:17:00,312
2022-05-27 21:18:00,293
2022-05-27 21:19:00,306
2022-05-27 21:20:00,281
2022-05-27 21:21:00,252
2022-05-27 21:22:00,243
2022-05-27 21:23:00,258
2022-05-27 21:24:00,274
2022-05-27 21:25:00,291
2022-05-27 21:26:00,342
2022-05-27 21:27:00,359
2022-05-27 21:28:00,379
2022-05-27 21:29:00,396
2022-05-27 21:30:00,400
2022-05-27 21:31:00,393
2022-05-27 21:32:00,386
2022-05-27 21:33:00,369
2022-05-27 21:34:00,353
2022-05-27 21:35:00,330
2022-05-27 21:36:00,325
2022-05-27 21:37:00,326
2022-05-27 21:38:00,321
2022-05-27 21:39:00,316
2022-05-27 21:40:00,316
2022-05-27 21:41:00,313
2022-05-27 21:42:00,308
2022-05-27 21:43:00,307
2022-05-27 21:44:00,308
2022-05-27 21:45:00,313
2022-05-27 21:46:00,308
2022-05-27 21:47:00,296
2022-05-27 21:48:00,294
2022-05-27 21:49:00,305
2022-05-27 21:50:00,328
2022-05-27 21:51:00,369
2022-05-27 21:52:00,386
2022-05-27 21:53:00,377
2022-05-27 21:54:00,370
2022-05-27 21:55:00,366
2022-05-27 21:56:00,359
2022-05-27 21:57:00,343
2022-05-27 21:58:00,354
2022-05-27 21:59:00,358
2022-05-27 22:00:00,337
2022-05-27 22:01:00,320
2022-05-27 22:02:00,328
2022-05-27 22:03:00,323
2022-05-27 22:04:00,314
2022-05-27 22:05:00,318
2022-05-27 22:06:00,322
2022-05-27 22:07:00,332
2022-05-27 22:08:00,346
2022-05-27 22:09:00,350
2022-05-27 22:10:00,352
2022-05-27 22:11:00,372
2022-05-27 22:12:00,388
2022-05-27 22:13:00,399
2022-05-27 22:14:00,393
2022-05-27 22:15:00,400
2022-05-27 22:16:00,390
2022-05-27 22:17:00,396
2022-05-27 22:18:00,399
2022-05-27 22:19:00,401
2022-05-27 22:20:00,384
2022-05-27 22:21:00,378
2022-05-27 22:22:00,374
2022-05-27 22:23:00,418
2022-05-27 22:24:00,429
2022-05-27 22:25:00,438
2022-05-27 22:26:00,450
2022-05-27 22:27:00,463
2022-05-27 22:28:00,453
2022-05-27 22:29:00,445
2022-05-27 22:30:00,437
2022-05-27 22:31:00,446
2022-05-27 22:32:00,473
2022-05-27 22:33:00,489
2022-05-27 22:34:00,498
2022-05-27 22:35:00,510
2022-05-27 22:36:00,542
2022-05-27 22:37:00,542
2022-05-27 22:38:00,550
2022-05-27 22:39:00,548
2022-05-27 22:40:00,551
2022-05-27 22:41:00,573
2022-05-27 22:42:00,589
2022-05-27 22:43:00,603
2022-05-27 22:44:00,615
2022-05-27 22:45:00,615
2022-05-27 22:46:00,617
2022-05-27 22:47:00,615
2022-05-27 22:48:00,617
2022-05-27 22:49:00,627
2022-05-27 22:50:00,623
2022-05-27 22:51:00,623
2022-05-27 22:52:00,630
2022-05-27 22:53:00,636
2022-05-27 22:54:00,627
2022-05-27 22:55:00,630
2022-05-27 22:56:00,635
2022-05-27 22:57:00,645
2022-05-27 22:58:00,646
2022-05-27 22:59:00,644
2022-05-27 23:00:00,654
2022-05-27 23:01:00,660
2022-05-27 23:02:00,656
2022-05-27 23:03:00,647
2022-05-27 23:04:00,652
2022-05-27 23:05:00,651
2022-05-27 23:06:00,644
2022-05-27 23:07:00,623
2022-05-27 23:08:00,632
2022-05-27 23:09:00,631
2022-05-27 23:10:00,634
2022-05-27 23:11:00,633
2022-05-27 23:12:00,640
2022-05-27 23:13:00,628
2022-05-27 23:14:00,629
2022-05-27 23:15:00,627
2022-05-27 23:16:00,632
2022-05-27 23:17:00,630
2022-05-27 23:18:00,623
2022-05-27 23:19:00,620
2022-05-27 23:20:00,618
2022-05-27 23:21:00,632
2022-05-27 23:22:00,623
2022-05-27 23:23:00,620
2022-05-27 23:24:00,652
2022-05-27 23:25:00,688
2022-05-27 23:26:00,701
2022-05-27 23:27:00,670
2022-05-27 23:28:00,648
2022-05-27 23:29:00,643
2022-05-27 23:30:00,636
2022-05-27 23:31:00,639
2022-05-27 23:32:00,630
2022-05-27 23:33:00,631
2022-05-27 23:34:00,634
2022-05-27 23:35:00,620
2022-05-27 23:36:00,597
2022-05-27 23:37:00,618
2022-05-27 23:38:00,593
2022-05-27 23:39:00,624
2022-05-27 23:40:00,664
2022-05-27 23:41:00,707
2022-05-27 23:42:00,746
2022-05-27 23:43:00,775
2022-05-27 23:44:00,807
2022-05-27 23:45:00,838
2022-05-27 23:46:00,825
2022-05-27 23:47:00,844
2022-05-27 23:48:00,857
2022-05-27 23:49:00,881
2022-05-27 23:50:00,899
2022-05-27 23:51:00,886
2022-05-27 23:52:00,862
2022-05-27 23:53:00,866
2022-05-27 23:54:00,847
2022-05-27 23:55:00,886
2022-05-27 23:56:00,939
2022-05-27 23:57:00,925
2022-05-27 23:58:00,881
2022-05-27 23:59:00,891
2022-05-28 00:00:00,986
2022-05-28 00:01:00,984
2022-05-28 00:02:00,984
2022-05-28 00:03:00,974
2022-05-28 00:04:00,988
2022-05-28 00:05:00,990
2022-05-28 00:06:00,993
2022-05-28 00:07:00,1021
2022-05-28 00:08:00,1015
2022-05-28 00:09:00,1056
2022-05-28 00:10:00,1090
2022-05-28 00:11:00,1036
2022-05-28 00:12:00,1136
2022-05-28 00:13:00,1130
2022-05-28 00:14:00,1087
2022-05-28 00:15:00,1108
2022-05-28 00:16:00,1026
2022-05-28 00:17:00,1010
2022-05-28 00:18:00,963
2022-05-28 00:19:00,980
2022-05-28 00:20:00,1022
2022-05-28 00:21:00,1061
2022-05-28 00:22:00,1048
2022-05-28 00:23:00,1089
2022-05-28 00:24:00,1074
2022-05-28 00:25:00,1055
2022-05-28 00:26:00,1071
2022-05-28 00:27:00,1120
2022-05-28 00:28:00,1164
2022-05-28 00:29:00,1157
2022-05-28 00:30:00,1115
2022-05-28 00:31:00,1069
2022-05-28 00:32:00,1070
2022-05-28 00:33:00,1058
2022-05-28 00:34:00,1053
2022-05-28 00:35:00,1040
2022-05-28 00:36:00,962
2022-05-28 00:37:00,924
2022-05-28 00:38:00,883
2022-05-28 00:39:00,841
2022-05-28 00:40:00,829
2022-05-28 00:41:00,816
2022-05-28 00:42:00,766
2022-05-28 00:43:00,751
2022-05-28 00:44:00,810
2022-05-28 00:45:00,838
2022-05-28 00:46:00,875
2022-05-28 00:47:00,819
2022-05-28 00:48:00,806
2022-05-28 00:49:00,785
2022-05-28 00:50:00,756
2022-05-28 00:51:00,764
2022-05-28 00:52:00,781
2022-05-28 00:53:00,839
2022-05-28 00:54:00,839
2022-05-28 00:55:00,805
2022-05-28 00:56:00,809
2022-05-28 00:57:00,834
2022-05-28 00:58:00,804
2022-05-28 00:59:00,778
2022-05-28 01:00:00,795
2022-05-28 01:01:00,793
2022-05-28 01:02:00,762
2022-05-28 01:03:00,749
2022-05-28 01:04:00,749
2022-05-28 01:05:00,746
2022-05-28 01:06:00,743
2022-05-28 01:07:00,723
2022-05-28 01:08:00,728
2022-05-28 01:09:00,700
2022-05-28 01:10:00,663
2022-05-28 01:11:00,638
2022-05-28 01:12:00,617
2022-05-28 01:13:00,604
2022-05-28 01:14:00,592
2022-05-28 01:15:00,589
2022-05-28 01:16:00,577
2022-05-28 01:17:00,564
2022-05-28 01:18:00,556
2022-05-28 01:19:00,553
2022-05-28 01:20:00,569
2022-05-28 01:21:00,561
2022-05-28 01:22:00,559
2022-05-28 01:23:00,544
2022-05-28 01:24:00,528
2022-05-28 01:25:00,512
2022-05-28 01:26:00,498
2022-05-28 01:27:00,481
2022-05-28 01:28:00,468
2022-05-28 01:29:00,446
2022-05-28 01:30:00,434
2022-05-28 01:31:00,420
2022-05-28 01:32:00,406
2022-05-28 01:33:00,380
2022-05-28 01:34:00,378
2022-05-28 01:35:00,377
2022-05-28 01:36:00,381
2022-05-28 01:37:00,380
2022-05-28 01:38:00,378
2022-05-28 01:39:00,368
2022-05-28 01:40:00,361
2022-05-28 01:41:00,348
2022-05-28 01:42:00,337
2022-05-28 01:43:00,328
2022-05-28 01:44:00,318
2022-05-28 01:45:00,305
2022-05-28 01:46:00,297
2022-05-28 01:47:00,294
2022-05-28 01:48:00,289
2022-05-28 01:49:00,283
2022-05-28 01:50:00,283
2022-05-28 01:51:00,287
2022-05-28 01:52:00,290
2022-05-28 01:53:00,290
2022-05-28 01:54:00,288
2022-05-28 01:55:00,284
2022-05-28 01:56:00,271
2022-05-28 01:57:00,304
2022-05-28 01:58:00,305
2022-05-28 01:59:00,313
2022-05-28 02:00:00,333
2022-05-28 02:01:00,350
2022-05-28 02:02:00,352
2022-05-28 02:03:00,382
2022-05-28 02:04:00,395
2022-05-28 02:05:00,415
2022-05-28 02:06:00,423
2022-05-28 02:07:00,414
2022-05-28 02:08:00,417
2022-05-28 02:09:00,436
2022-05-28 02:10:00,473
2022-05-28 02:11:00,473
2022-05-28 02:12:00,466
2022-05-28 02:13:00,431
2022-05-28 02:14:00,432
2022-05-28 02:15:00,450
2022-05-28 02:16:00,481
2022-05-28 02:17:00,481
2022-05-28 02:18:00,456
2022-05-28 02:19:00,447
2022-05-28 02:20:00,449
2022-05-28 02:21:00,465
2022-05-28 02:22:00,484
2022-05-28 02:23:00,495
2022-05-28 02:24:00,518
2022-05-28 02:25:00,524
2022-05-28 02:26:00,519
2022-05-28 02:27:00,514
2022-05-28 02:28:00,529
2022-05-28 02:29:00,566
2022-05-28 02:30:00,609
2022-05-28 02:31:00,633
2022-05-28 02:32:00,611
2022-05-28 02:33:00,589
2022-05-28 02:34:00,577
2022-05-28 02:35:00,577
2022-05-28 02:36:00,587
2022-05-28 02:37:00,577
2022-05-28 02:38:00,595
2022-05-28 02:39:00,586
2022-05-28 02:40:00,594
2022-05-28 02:41:00,599
2022-05-28 02:42:00,601
2022-05-28 02:43:00,581
2022-05-28 02:44:00,573
2022-05-28 02:45:00,573
2022-05-28 02:46:00,574
2022-05-28 02:47:00,572
2022-05-28 02:48:00,583
2022-05-28 02:49:00,582
2022-05-28 02:50:00,584
2022-05-28 02:51:00,588
2022-05-28 02:52:00,579
2022-05-28 02:53:00,547
2022-05-28 02:54:00,528
2022-05-28 02:55:00,522
2022-05-28 02:56:00,521
2022-05-28 02:57:00,528
2022-05-28 02:58:00,536
2022-05-28 02:59:00,526
2022-05-28 03:00:00,523
2022-05-28 03:01:00,521
2022-05-28 03:02:00,495
2022-05-28 03:03:00,476
2022-05-28 03:04:00,480
2022-05-28 03:05:00,462
2022-05-28 03:06:00,460
2022-05-28 03:07:00,457
2022-05-28 03:08:00,465
2022-05-28 03:09:00,472
2022-05-28 03:10:00,478
2022-05-28 03:11:00,492
2022-05-28 03:12:00,479
2022-05-28 03:13:00,449
2022-05-28 03:14:00,452
2022-05-28 03:15:00,442
2022-05-28 03:16:00,450
2022-05-28 03:17:00,474
2022-05-28 03:18:00,468
2022-05-28 03:19:00,447
2022-05-28 03:20:00,424
2022-05-28 03:21:00,422
2022-05-28 03:22:00,433
